Kabupaten/Kota,Periode,Luas Panen,Curah Hujan,Kelembapan,Suhu,Kecepatan Angin,Sinar Matahari,Produksi
Kabupaten Ngawi,Desember 2023,13238.13,111.4,72.68,28.09,12.32,9.61,88532.58
Kabupaten Ngawi,Januari 2024,2113.0,306.8,85.52,26.43,11.38,8.09,12826.55
Kabupaten Ngawi,Februari 2024,1758.77,397.0,87.76,26.29,12.36,8.31,10676.27
Kabupaten Ngawi,Maret 2024,19484.39,220.3,82.94,26.94,15.01,8.58,117677.47
Kabupaten Ngawi,April 2024,21334.29,221.8,83.2,27.31,11.68,9.17,129355.53
Kabupaten Ngawi,Mei 2024,2514.6,69.3,66.19,28.46,15.15,10.9,15742.03
Kabupaten Ngawi,Juni 2024,4062.77,65.7,66.33,28.23,16.68,10.77,25367.63
Kabupaten Ngawi,Juli 2024,20068.05,24.8,57.65,27.86,20.62,10.58,125246.82
Kabupaten Ngawi,Agustus 2024,16604.33,10.5,53.81,28.15,22.98,10.9,103869.41
Kabupaten Ngawi,September 2024,4139.23,64.3,58.87,28.68,19.21,10.75,26537.08
Kabupaten Ngawi,Oktober 2024,4550.75,32.7,59.29,29.39,19.72,11.1,28967.56
Kabupaten Ngawi,November 2024,15913.24,363.4,82.73,26.98,11.47,9.23,101852.09
Kabupaten Ngawi,Desember 2024,10532.25,536.8,91.06,25.55,12.08,6.3,67585.09
Kabupaten Bojonegoro,Januari 2018,4576.0,335.3,86.97,25.58,15.1,6.96,26071.89
Kabupaten Bojonegoro,Februari 2018,17334.0,332.9,88.68,25.22,14.28,7.34,98763.59
Kabupaten Bojonegoro,Maret 2018,37404.0,372.2,86.81,25.87,10.74,8.99,212131.78
Kabupaten Bojonegoro,April 2018,10399.0,107.1,82.63,26.6,11.7,10.68,58608.84
Kabupaten Bojonegoro,Mei 2018,9539.0,23.8,65.65,28.25,14.82,10.62,47394.12
Kabupaten Bojonegoro,Juni 2018,16393.0,26.6,64.83,28.01,17.43,10.65,81366.73
Kabupaten Bojonegoro,Juli 2018,14315.0,1.3,58.03,27.53,20.12,10.62,71031.95
Kabupaten Bojonegoro,Agustus 2018,3468.0,2.2,58.03,27.36,20.47,10.67,17230.94
Kabupaten Bojonegoro,September 2018,10296.0,10.7,56.43,28.35,20.89,10.75,67496.56
Kabupaten Bojonegoro,Oktober 2018,3412.0,9.9,55.94,29.56,20.89,11.22,22365.97
Kabupaten Bojonegoro,November 2018,4711.0,190.8,77.67,27.56,12.94,9.65,30882.32
Kabupaten Bojonegoro,Desember 2018,2924.0,474.4,85.19,26.34,12.11,8.05,19168.71
Kabupaten Bojonegoro,Januari 2019,4480.0,499.3,89.58,25.67,13.95,7.19,25497.92
Kabupaten Bojonegoro,Februari 2019,7438.0,299.1,88.54,25.95,11.34,8.76,42334.99
Kabupaten Bojonegoro,Maret 2019,26617.0,369.8,88.13,25.84,11.97,7.79,151447.33
Kabupaten Bojonegoro,April 2019,30573.0,247.9,86.33,26.49,10.25,9.55,173832.85
Kabupaten Bojonegoro,Mei 2019,4035.0,98.3,73.13,27.33,15.84,10.84,18255.29
Kabupaten Bojonegoro,Juni 2019,18509.0,12.8,61.6,27.64,18.48,10.82,83824.42
Kabupaten Bojonegoro,Juli 2019,15821.0,14.9,60.19,27.26,20.32,10.65,71629.02
Kabupaten Bojonegoro,Agustus 2019,5279.0,3.5,56.0,27.69,21.39,10.87,23908.81
Kabupaten Bojonegoro,September 2019,3795.0,1.6,54.5,28.47,21.31,10.91,23869.96
Kabupaten Bojonegoro,Oktober 2019,4469.0,5.8,51.84,30.0,20.64,11.27,28109.01
Kabupaten Bojonegoro,November 2019,4241.0,91.8,64.73,29.37,14.71,11.05,26672.43
Kabupaten Bojonegoro,Desember 2019,3608.0,326.1,84.58,27.0,10.47,9.41,22691.13
Kabupaten Bojonegoro,Januari 2020,2963.0,390.5,88.16,26.31,12.53,8.6,16455.01
Kabupaten Bojonegoro,Februari 2020,6196.0,392.6,90.31,25.93,12.67,7.71,34413.21
Kabupaten Bojonegoro,Maret 2020,18317.0,334.3,89.06,26.21,11.33,8.46,101065.38
Kabupaten Bojonegoro,April 2020,36834.0,214.4,87.77,26.42,10.12,8.7,201732.58
Kabupaten Bojonegoro,Mei 2020,12616.0,161.3,83.32,27.03,11.77,9.88,62503.05
Kabupaten Bojonegoro,Juni 2020,12181.0,21.3,71.83,27.25,15.56,10.57,60580.6
Kabupaten Bojonegoro,Juli 2020,16474.0,19.7,64.26,27.48,19.18,10.53,81926.37
Kabupaten Bojonegoro,Agustus 2020,13374.0,23.3,61.1,28.18,18.96,10.67,66467.02
Kabupaten Bojonegoro,September 2020,5044.0,21.5,58.23,29.14,19.65,10.93,31384.47
Kabupaten Bojonegoro,Oktober 2020,4893.0,352.3,71.29,27.95,16.97,9.59,30442.06
Kabupaten Bojonegoro,November 2020,4246.0,249.6,82.3,26.91,12.36,8.73,26418.17
Kabupaten Bojonegoro,Desember 2020,2496.0,549.1,88.9,25.68,13.07,7.05,15527.2
Kabupaten Bojonegoro,Januari 2021,3562.0,455.4,90.84,25.29,13.45,5.7,18919.35
Kabupaten Bojonegoro,Februari 2021,10664.0,372.4,90.46,25.17,17.44,6.59,56637.29
Kabupaten Bojonegoro,Maret 2021,41759.0,380.7,88.74,25.75,11.44,8.72,221428.29
Kabupaten Bojonegoro,April 2021,14424.0,163.6,82.2,26.45,12.18,10.0,75747.33
Kabupaten Bojonegoro,Mei 2021,5486.0,69.7,75.97,27.52,12.33,10.57,24344.39
Kabupaten Bojonegoro,Juni 2021,22713.0,132.6,80.93,26.7,11.93,9.95,100863.21
Kabupaten Bojonegoro,Juli 2021,16078.0,15.7,63.9,27.61,17.45,10.57,71378.09
Kabupaten Bojonegoro,Agustus 2021,1650.0,22.5,62.13,28.33,19.29,10.89,7327.66
Kabupaten Bojonegoro,September 2021,3910.0,65.7,64.77,28.22,19.09,10.53,20833.28
Kabupaten Bojonegoro,Oktober 2021,6580.0,147.9,69.77,28.14,16.2,10.28,35055.5
Kabupaten Bojonegoro,November 2021,3781.0,510.3,88.83,25.74,11.15,6.65,20144.64
Kabupaten Bojonegoro,Desember 2021,4002.0,475.0,88.61,25.81,12.33,7.63,21322.97
Kabupaten Bojonegoro,Januari 2022,1601.65,283.5,87.52,25.5,16.35,7.83,9362.65
Kabupaten Bojonegoro,Februari 2022,12711.01,433.6,89.75,25.23,13.67,7.0,74278.61
Kabupaten Bojonegoro,Maret 2022,49074.54,572.7,89.26,25.6,11.81,7.7,283043.45
Kabupaten Bojonegoro,April 2022,7751.19,317.8,86.4,25.96,11.81,8.91,42332.37
Kabupaten Bojonegoro,Mei 2022,2481.23,238.7,87.29,26.11,12.45,8.74,10979.17
Kabupaten Bojonegoro,Juni 2022,23745.1,133.6,81.87,25.99,13.46,9.68,105282.46
Kabupaten Bojonegoro,Juli 2022,16401.2,67.4,71.87,26.74,16.05,10.29,72573.51
Kabupaten Bojonegoro,Agustus 2022,2668.2,63.2,67.52,27.39,19.49,10.68,11806.49
Kabupaten Bojonegoro,September 2022,3338.64,71.9,67.67,27.89,17.54,10.09,18334.94
Kabupaten Bojonegoro,Oktober 2022,4624.72,366.9,84.58,25.86,13.56,7.97,25397.75
Kabupaten Bojonegoro,November 2022,5612.19,418.9,88.53,25.58,11.16,7.02,30820.68
Kabupaten Bojonegoro,Desember 2022,3655.83,335.8,87.23,25.53,14.5,7.49,20076.86
Kabupaten Bojonegoro,Januari 2023,2152.36,319.2,87.29,25.55,14.77,8.03,12065.62
Kabupaten Bojonegoro,Februari 2023,29810.39,468.5,89.36,25.14,17.06,5.8,166942.05
Kabupaten Bojonegoro,Maret 2023,32452.72,397.7,87.9,25.64,12.66,8.6,179152.2
Kabupaten Bojonegoro,April 2023,6477.56,295.7,87.17,26.05,11.48,8.96,33277.34
Kabupaten Bojonegoro,Mei 2023,8881.52,147.0,76.65,26.74,15.33,10.08,42244.38
Kabupaten Bojonegoro,Juni 2023,28941.98,35.0,69.4,27.77,16.2,10.66,137735.75
Kabupaten Bojonegoro,Juli 2023,5564.07,32.3,66.35,27.1,18.91,10.53,26462.7
Kabupaten Bojonegoro,Agustus 2023,3305.0,2.6,60.94,27.5,19.04,10.89,15718.57
Kabupaten Bojonegoro,September 2023,3749.89,4.9,56.37,28.21,21.9,10.95,22897.35
Kabupaten Bojonegoro,Oktober 2023,5137.75,10.9,55.48,30.23,19.96,11.35,31371.81
Kabupaten Bojonegoro,November 2023,4013.48,147.5,70.57,28.98,15.48,10.32,24506.87
Kabupaten Bojonegoro,Desember 2023,2225.3,286.9,79.48,27.38,13.31,9.56,13587.99
Kabupaten Bojonegoro,Januari 2024,2737.14,352.1,86.71,26.48,13.21,8.26,15837.66
Kabupaten Bojonegoro,Februari 2024,7175.29,447.7,89.9,26.26,12.27,8.35,41517.71
Kabupaten Bojonegoro,Maret 2024,21186.21,281.3,86.77,26.67,14.01,8.23,122138.33
Kabupaten Bojonegoro,April 2024,31243.42,357.2,88.23,26.75,11.59,8.73,179810.36
Kabupaten Bojonegoro,Mei 2024,11063.63,51.0,74.87,27.78,14.62,10.83,51399.61
Kabupaten Bojonegoro,Juni 2024,17625.74,37.9,73.63,27.53,14.64,10.73,82737.06
Kabupaten Bojonegoro,Juli 2024,15475.15,19.7,64.42,27.43,19.06,10.48,72779.58
Kabupaten Bojonegoro,Agustus 2024,7374.47,7.4,59.16,27.95,21.7,10.85,34705.98
Kabupaten Bojonegoro,September 2024,4734.37,82.6,62.57,28.55,17.71,10.67,29925.35
Kabupaten Bojonegoro,Oktober 2024,4903.54,55.6,64.74,29.01,18.44,11.11,30994.66
Kabupaten Bojonegoro,November 2024,4952.77,322.9,83.1,27.26,13.96,9.12,31305.84
Kabupaten Bojonegoro,Desember 2024,2748.83,556.1,88.61,26.24,15.21,6.69,17375.04
Kabupaten Tuban,Januari 2018,2859.0,346.4,86.9,25.1,15.85,7.2,15526.73
Kabupaten Tuban,Februari 2018,5658.0,331.7,89.39,24.6,15.39,7.49,30721.53
Kabupaten Tuban,Maret 2018,28266.0,336.2,87.68,25.26,12.13,9.37,153481.84
Kabupaten Tuban,April 2018,17112.0,159.9,84.73,25.87,11.67,10.75,92904.5
Kabupaten Tuban,Mei 2018,1764.0,49.4,75.26,26.69,14.18,10.78,10381.99
Kabupaten Tuban,Juni 2018,6662.0,44.7,73.37,26.38,15.4,10.8,39285.52
Kabupaten Tuban,Juli 2018,7703.0,6.6,64.65,26.25,16.19,10.7,45418.71
Kabupaten Tuban,Agustus 2018,3921.0,6.2,62.74,26.29,17.88,10.97,23119.31
Kabupaten Tuban,September 2018,7612.0,34.4,62.3,27.21,18.19,10.91,53262.28
Kabupaten Tuban,Oktober 2018,9659.0,19.5,63.16,28.2,16.65,11.1,67645.69
Kabupaten Tuban,November 2018,2660.0,270.4,80.4,26.64,12.68,10.0,18628.19
Kabupaten Tuban,Desember 2018,1980.0,291.7,86.16,25.65,13.44,8.36,13864.83
Kabupaten Tuban,Januari 2019,3772.0,464.2,90.19,25.13,15.31,7.49,20176.71
Kabupaten Tuban,Februari 2019,5928.0,297.0,89.82,25.37,11.8,9.35,31711.65
Kabupaten Tuban,Maret 2019,13357.0,354.9,88.97,25.25,12.81,8.21,71450.23
Kabupaten Tuban,April 2019,27854.0,471.9,88.17,25.81,11.41,9.69,148962.42
Kabupaten Tuban,Mei 2019,6665.0,61.6,78.0,26.31,12.76,10.82,33837.62
Kabupaten Tuban,Juni 2019,3704.0,20.7,68.47,26.43,15.51,10.77,18807.73
Kabupaten Tuban,Juli 2019,7322.0,17.0,65.68,26.27,17.27,10.81,37182.33
Kabupaten Tuban,Agustus 2019,5179.0,11.8,62.94,26.53,18.28,10.97,26291.91
Kabupaten Tuban,September 2019,3175.0,6.7,62.7,27.12,19.22,10.95,23968.36
Kabupaten Tuban,Oktober 2019,10103.0,11.4,59.55,28.58,17.77,11.32,76271.47
Kabupaten Tuban,November 2019,2990.0,160.7,73.4,27.63,14.15,11.25,22577.47
Kabupaten Tuban,Desember 2019,1152.0,365.6,86.32,26.2,11.65,9.89,8696.46
Kabupaten Tuban,Januari 2020,3183.0,478.6,89.13,25.64,13.87,8.64,17397.72
Kabupaten Tuban,Februari 2020,6250.0,405.2,90.55,25.37,13.52,8.14,34158.25
Kabupaten Tuban,Maret 2020,10599.0,353.8,89.61,25.74,12.75,9.04,57925.04
Kabupaten Tuban,April 2020,21304.0,360.8,89.23,25.81,10.57,8.72,116423.68
Kabupaten Tuban,Mei 2020,15556.0,181.0,85.74,26.36,12.63,10.01,74831.23
Kabupaten Tuban,Juni 2020,4591.0,27.9,77.33,26.16,13.45,10.52,22086.2
Kabupaten Tuban,Juli 2020,5727.0,45.5,69.65,26.41,15.59,10.75,27552.03
Kabupaten Tuban,Agustus 2020,7264.0,48.4,67.48,27.06,17.4,10.83,34942.52
Kabupaten Tuban,September 2020,5416.0,43.5,64.63,27.96,17.05,10.91,36898.93
Kabupaten Tuban,Oktober 2020,9109.0,237.2,75.84,26.83,15.11,9.7,62061.8
Kabupaten Tuban,November 2020,2830.0,325.9,83.9,26.21,12.26,8.85,19282.1
Kabupaten Tuban,Desember 2020,513.0,487.5,88.9,25.11,14.91,7.17,3494.38
Kabupaten Tuban,Januari 2021,4783.0,480.9,91.23,24.65,13.85,6.17,26280.91
Kabupaten Tuban,Februari 2021,5346.0,346.9,91.11,24.66,17.31,7.24,29371.56
Kabupaten Tuban,Maret 2021,21391.0,346.0,89.0,25.22,12.87,9.45,117522.51
Kabupaten Tuban,April 2021,18593.0,163.9,84.67,25.78,11.92,10.16,102133.26
Kabupaten Tuban,Mei 2021,3978.0,76.7,79.77,26.71,12.65,10.9,18699.85
Kabupaten Tuban,Juni 2021,3782.0,192.4,84.53,25.93,12.69,10.07,17777.26
Kabupaten Tuban,Juli 2021,8620.0,11.9,69.61,26.59,14.96,10.61,40517.56
Kabupaten Tuban,Agustus 2021,3854.0,33.8,67.94,27.18,16.73,10.89,18113.74
Kabupaten Tuban,September 2021,5835.0,72.0,69.53,27.18,16.38,10.7,39225.7
Kabupaten Tuban,Oktober 2021,9493.0,126.2,71.61,27.31,14.61,10.9,63817.05
Kabupaten Tuban,November 2021,1863.0,525.6,88.47,25.2,12.02,6.97,12523.29
Kabupaten Tuban,Desember 2021,511.0,456.8,88.71,25.31,13.6,8.38,3435.93
Kabupaten Tuban,Januari 2022,5500.11,297.4,88.03,24.92,16.36,7.86,31883.19
Kabupaten Tuban,Februari 2022,6434.16,400.2,89.96,24.8,15.46,7.8,37297.72
Kabupaten Tuban,Maret 2022,26323.84,432.3,89.23,25.18,13.73,8.53,152502.65
Kabupaten Tuban,April 2022,11951.43,383.1,87.9,25.37,11.7,9.29,69187.04
Kabupaten Tuban,Mei 2022,2788.4,244.9,87.61,25.67,12.24,9.3,14111.89
Kabupaten Tuban,Juni 2022,2690.36,172.7,84.57,25.22,12.43,9.81,13615.72
Kabupaten Tuban,Juli 2022,8510.46,65.6,77.61,25.57,14.51,10.52,43070.89
Kabupaten Tuban,Agustus 2022,3555.16,76.5,71.68,26.39,15.86,10.82,17992.41
Kabupaten Tuban,September 2022,6944.71,92.9,72.17,26.87,14.62,10.49,47241.93
Kabupaten Tuban,Oktober 2022,6901.04,349.1,83.52,25.42,13.57,8.68,46944.86
Kabupaten Tuban,November 2022,2892.43,419.3,88.43,25.11,11.82,7.64,19675.98
Kabupaten Tuban,Desember 2022,795.92,374.6,87.71,24.98,15.62,7.92,5414.31
Kabupaten Tuban,Januari 2023,5581.41,259.3,87.1,25.0,16.43,8.78,32714.42
Kabupaten Tuban,Februari 2023,10312.2,388.0,89.36,24.65,18.37,6.13,60401.05
Kabupaten Tuban,Maret 2023,28044.52,419.1,88.32,25.08,12.37,9.3,164251.75
Kabupaten Tuban,April 2023,4398.16,298.8,87.47,25.54,11.22,9.32,25735.29
Kabupaten Tuban,Mei 2023,3649.79,90.0,79.68,25.96,13.39,10.36,19460.59
Kabupaten Tuban,Juni 2023,7823.93,36.9,74.03,26.7,13.52,10.88,41717.0
Kabupaten Tuban,Juli 2023,6332.05,33.5,70.19,26.05,16.75,10.57,33755.08
Kabupaten Tuban,Agustus 2023,2818.16,6.2,67.45,26.36,16.78,10.97,15026.36
Kabupaten Tuban,September 2023,6871.58,13.1,63.57,26.92,17.58,11.03,49276.16
Kabupaten Tuban,Oktober 2023,6597.74,27.2,66.13,28.34,17.48,11.36,47312.45
Kabupaten Tuban,November 2023,1349.27,208.8,75.13,27.65,13.87,11.0,9675.63
Kabupaten Tuban,Desember 2023,336.82,272.7,81.06,26.44,12.64,9.82,2415.34
Kabupaten Tuban,Januari 2024,7198.12,426.6,88.71,25.54,14.6,8.27,45786.79
Kabupaten Tuban,Februari 2024,7556.7,444.6,89.86,25.58,13.1,8.62,48067.7
Kabupaten Tuban,Maret 2024,8425.78,338.6,88.39,25.82,14.95,8.55,53556.32
Kabupaten Tuban,April 2024,16679.84,400.0,88.73,26.08,12.04,9.17,106059.88
Kabupaten Tuban,Mei 2024,11109.07,58.8,79.06,26.83,12.94,10.9,57927.6
Kabupaten Tuban,Juni 2024,5072.7,82.9,78.9,26.3,13.42,10.79,26444.97
Kabupaten Tuban,Juli 2024,6577.89,30.9,71.0,26.15,14.57,10.51,34307.09
Kabupaten Tuban,Agustus 2024,3748.72,8.1,65.81,26.56,16.24,10.84,19551.51
Kabupaten Tuban,September 2024,7940.75,96.7,68.17,27.38,15.18,10.89,58462.63
Kabupaten Tuban,Oktober 2024,7455.43,108.5,69.0,27.8,15.19,11.26,54889.52
Kabupaten Tuban,November 2024,1771.56,514.5,85.8,26.11,13.21,9.48,13042.83
Kabupaten Tuban,Desember 2024,675.14,549.9,90.45,25.35,14.47,6.82,4970.65
Kabupaten Lamongan,Januari 2018,1385.0,285.5,86.58,26.1,14.78,6.99,9068.71
Kabupaten Lamongan,Februari 2018,23129.0,338.1,88.36,25.68,14.1,7.32,151407.53
Kabupaten Lamongan,Maret 2018,30824.0,272.1,86.1,26.39,12.4,9.37,201693.85
Kabupaten Lamongan,April 2018,8184.0,101.7,83.7,27.09,11.83,10.8,53572.68
Kabupaten Lamongan,Mei 2018,13213.0,19.1,71.26,28.19,14.82,10.87,75277.47
Kabupaten Lamongan,Juni 2018,18685.0,27.7,69.23,28.04,16.58,10.81,106307.88
Kabupaten Lamongan,Juli 2018,8652.0,4.7,61.68,27.8,18.81,10.7,49252.29
Kabupaten Lamongan,Agustus 2018,16203.0,5.8,60.06,27.78,18.85,10.94,92273.37
Kabupaten Lamongan,September 2018,20726.0,7.5,58.4,28.75,20.77,10.99,133463.79
Kabupaten Lamongan,Oktober 2018,2254.0,12.8,59.13,29.72,17.65,11.28,14511.79
Kabupaten Lamongan,November 2018,690.0,191.3,76.2,28.16,14.12,9.98,4441.35
Kabupaten Lamongan,Desember 2018,836.0,301.2,84.03,26.88,14.16,8.24,5382.2
Kabupaten Lamongan,Januari 2019,3073.0,466.4,88.94,26.17,14.71,7.55,18379.62
Kabupaten Lamongan,Februari 2019,9075.0,232.4,88.25,26.48,12.37,9.0,54279.39
Kabupaten Lamongan,Maret 2019,29694.0,346.8,87.71,26.31,13.19,7.86,177487.12
Kabupaten Lamongan,April 2019,21653.0,232.6,86.33,26.96,11.53,9.69,129375.8
Kabupaten Lamongan,Mei 2019,5360.0,50.0,75.58,27.68,12.36,10.86,30154.6
Kabupaten Lamongan,Juni 2019,21491.0,12.6,65.13,27.91,16.87,10.87,121092.47
Kabupaten Lamongan,Juli 2019,12940.0,10.2,64.13,27.44,20.16,10.81,72815.97
Kabupaten Lamongan,Agustus 2019,16634.0,6.1,61.32,27.73,20.22,10.95,93795.49
Kabupaten Lamongan,September 2019,14583.0,2.9,60.77,28.29,21.64,10.97,101043.67
Kabupaten Lamongan,Oktober 2019,4199.0,8.1,58.1,29.85,19.83,11.37,29095.4
Kabupaten Lamongan,November 2019,1350.0,74.0,65.4,29.72,14.74,11.37,9353.87
Kabupaten Lamongan,Desember 2019,411.0,287.3,80.87,27.93,13.28,9.84,2851.03
Kabupaten Lamongan,Januari 2020,333.0,378.5,86.77,26.85,14.32,8.79,2079.32
Kabupaten Lamongan,Februari 2020,2676.0,398.1,89.17,26.49,13.1,7.89,16730.65
Kabupaten Lamongan,Maret 2020,26873.0,295.1,88.9,26.81,11.97,8.77,167716.11
Kabupaten Lamongan,April 2020,28882.0,310.1,87.6,26.98,11.18,9.0,180318.87
Kabupaten Lamongan,Mei 2020,8313.0,133.9,83.39,27.59,12.33,9.91,44788.12
Kabupaten Lamongan,Juni 2020,12092.0,24.7,75.13,27.33,13.49,10.54,65078.01
Kabupaten Lamongan,Juli 2020,16057.0,16.7,66.26,27.82,18.22,10.72,86458.58
Kabupaten Lamongan,Agustus 2020,28751.0,23.7,64.58,28.35,19.78,10.78,155030.4
Kabupaten Lamongan,September 2020,14188.0,17.8,61.63,29.38,21.02,10.97,99009.44
Kabupaten Lamongan,Oktober 2020,8403.0,200.0,72.81,28.28,15.6,9.58,58638.27
Kabupaten Lamongan,November 2020,1285.0,202.2,78.23,27.96,13.31,9.11,8964.89
Kabupaten Lamongan,Desember 2020,179.0,426.6,86.71,26.26,14.09,7.23,1248.33
Kabupaten Lamongan,Januari 2021,355.0,481.3,89.87,25.71,13.28,5.96,2132.47
Kabupaten Lamongan,Februari 2021,6472.0,309.8,89.61,25.75,16.62,7.4,38919.57
Kabupaten Lamongan,Maret 2021,40194.0,338.0,88.29,26.26,12.08,9.44,241442.22
Kabupaten Lamongan,April 2021,14497.0,175.9,83.73,26.87,11.1,9.94,86994.09
Kabupaten Lamongan,Mei 2021,3468.0,56.6,76.84,28.02,13.95,10.77,18362.12
Kabupaten Lamongan,Juni 2021,21024.0,142.6,81.37,27.31,13.36,10.36,111250.47
Kabupaten Lamongan,Juli 2021,18194.0,7.2,65.81,28.03,17.0,10.5,96313.56
Kabupaten Lamongan,Agustus 2021,16568.0,20.4,65.35,28.49,18.98,10.86,87711.58
Kabupaten Lamongan,September 2021,13512.0,46.8,66.13,28.64,18.14,10.38,83737.99
Kabupaten Lamongan,Oktober 2021,2238.0,87.4,66.74,28.97,15.9,10.72,13852.22
Kabupaten Lamongan,November 2021,1432.0,512.8,86.83,26.37,13.53,7.24,8874.96
Kabupaten Lamongan,Desember 2021,496.0,411.1,87.39,26.34,13.26,7.83,3070.84
Kabupaten Lamongan,Januari 2022,791.8,330.9,87.52,25.88,15.54,8.11,5039.56
Kabupaten Lamongan,Februari 2022,18455.52,522.8,89.96,25.56,14.15,7.43,117228.39
Kabupaten Lamongan,Maret 2022,39721.19,437.5,88.35,26.16,13.38,8.52,252152.07
Kabupaten Lamongan,April 2022,4668.93,274.4,85.57,26.63,11.73,9.47,29708.78
Kabupaten Lamongan,Mei 2022,6150.72,213.2,86.45,26.76,12.38,9.16,34231.15
Kabupaten Lamongan,Juni 2022,24522.35,129.0,83.23,26.35,12.89,9.61,136533.66
Kabupaten Lamongan,Juli 2022,16275.95,60.0,73.45,27.05,14.65,10.53,90623.69
Kabupaten Lamongan,Agustus 2022,13591.04,43.9,69.06,27.77,17.08,10.84,75716.25
Kabupaten Lamongan,September 2022,10242.27,48.3,67.87,28.45,17.31,10.52,62340.06
Kabupaten Lamongan,Oktober 2022,9540.13,307.6,81.61,26.5,14.1,8.59,58046.74
Kabupaten Lamongan,November 2022,6035.65,367.2,86.97,26.18,12.47,7.26,36736.27
Kabupaten Lamongan,Desember 2022,907.85,319.9,86.1,26.09,15.06,7.67,5525.67
Kabupaten Lamongan,Januari 2023,2551.79,354.8,86.42,26.03,14.43,8.82,15162.11
Kabupaten Lamongan,Februari 2023,28366.08,443.9,89.0,25.61,17.39,6.37,168447.67
Kabupaten Lamongan,Maret 2023,27446.56,417.0,87.61,26.12,12.98,9.13,162628.39
Kabupaten Lamongan,April 2023,3985.55,245.6,85.77,26.65,11.68,9.01,23649.89
Kabupaten Lamongan,Mei 2023,11569.27,95.7,77.52,27.17,11.75,10.21,60610.06
Kabupaten Lamongan,Juni 2023,22716.89,35.3,71.43,28.03,14.08,10.75,119010.87
Kabupaten Lamongan,Juli 2023,11037.41,38.6,70.26,27.05,14.22,10.58,57823.47
Kabupaten Lamongan,Agustus 2023,13618.23,2.6,64.71,27.7,16.63,10.95,71339.66
Kabupaten Lamongan,September 2023,15043.89,68.6,61.03,28.44,18.31,11.02,98069.64
Kabupaten Lamongan,Oktober 2023,2130.04,11.0,61.42,29.93,18.14,11.41,13885.52
Kabupaten Lamongan,November 2023,594.83,139.2,72.27,29.08,13.8,10.84,3877.64
Kabupaten Lamongan,Desember 2023,644.27,230.2,78.23,27.88,13.77,9.77,4199.93
Kabupaten Lamongan,Januari 2024,643.27,372.7,86.42,26.79,14.22,8.16,3983.57
Kabupaten Lamongan,Februari 2024,1192.74,445.4,89.24,26.65,12.6,8.62,7386.26
Kabupaten Lamongan,Maret 2024,28819.97,383.0,87.97,26.86,14.2,8.23,178246.94
Kabupaten Lamongan,April 2024,27996.74,312.3,87.9,27.17,11.32,8.69,172955.82
Kabupaten Lamongan,Mei 2024,5997.73,27.6,76.61,28.19,12.23,10.91,32427.6
Kabupaten Lamongan,Juni 2024,12835.97,63.4,77.4,27.5,12.92,10.74,69402.94
Kabupaten Lamongan,Juli 2024,15400.08,18.7,68.68,27.46,14.96,10.57,83230.6
Kabupaten Lamongan,Agustus 2024,16666.98,7.3,62.61,28.25,16.56,10.85,90118.22
Kabupaten Lamongan,September 2024,16950.48,64.3,65.1,28.92,15.64,10.78,111204.45
Kabupaten Lamongan,Oktober 2024,3326.39,74.6,64.9,29.49,17.18,11.25,21822.91
Kabupaten Lamongan,November 2024,228.27,357.8,82.7,27.54,13.38,9.28,1497.6
Kabupaten Lamongan,Desember 2024,611.8,604.8,88.13,26.53,14.56,6.92,4013.75
Kabupaten Gresik,Januari 2018,449.0,289.7,85.06,26.57,16.48,7.61,2781.16
Kabupaten Gresik,Februari 2018,16598.0,279.3,86.07,26.18,16.49,8.05,102755.27
Kabupaten Gresik,Maret 2018,9352.0,232.4,84.77,26.84,12.78,9.61,57899.01
Kabupaten Gresik,April 2018,2512.0,83.0,82.73,27.62,13.36,10.74,15551.44
Kabupaten Gresik,Mei 2018,9883.0,16.0,73.61,28.3,16.56,10.82,57103.19
Kabupaten Gresik,Juni 2018,7680.0,19.6,71.7,28.03,19.09,10.83,44377.02
Kabupaten Gresik,Juli 2018,3594.0,0.9,65.03,27.55,21.31,10.89,20766.06
Kabupaten Gresik,Agustus 2018,1793.0,1.3,62.9,27.45,20.82,10.97,10361.25
Kabupaten Gresik,September 2018,2663.0,1.5,60.87,28.52,23.08,11.03,18230.62
Kabupaten Gresik,Oktober 2018,1704.0,4.0,62.94,29.39,20.0,11.39,11663.03
Kabupaten Gresik,November 2018,926.0,122.4,74.87,28.61,14.47,10.26,6336.64
Kabupaten Gresik,Desember 2018,566.0,180.6,81.81,27.44,13.75,8.66,351702.39
Kabupaten Gresik,Januari 2019,1069.0,345.6,86.35,26.69,16.21,8.01,6321.88
Kabupaten Gresik,Februari 2019,4308.0,197.7,86.61,26.9,12.51,9.21,25468.78
Kabupaten Gresik,Maret 2019,21149.0,324.3,86.23,26.76,13.76,8.3,125024.39
Kabupaten Gresik,April 2019,2345.0,155.8,84.8,27.42,12.41,9.88,13865.17
Kabupaten Gresik,Mei 2019,2836.0,18.5,76.84,27.88,14.97,10.84,16753.4
Kabupaten Gresik,Juni 2019,13631.0,1.4,69.0,27.73,17.98,10.95,80513.07
Kabupaten Gresik,Juli 2019,6908.0,4.9,66.45,27.29,21.28,10.85,40806.57
Kabupaten Gresik,Agustus 2019,2416.0,2.8,62.9,27.61,22.54,10.99,14270.22
